Booking_ID,RoomType,FromDate,Adults,Children,Breakfast,Number of Special Requests,Airport Pickup,Weekend Nights,Weeknights,Loyalty Points,Lead time in days,Booking Type,Existing Customer,Previous Cancellations,Average Room Price
INN24861,Saturn,20/9/2018,1,0,Buffet Breakfast,4,0,0,3,0,3,Online,0,0,155.68
INN19869,Neptune,9/8/2018,2,0,Not Selected,0,0,0,1,0,0,Online,0,0,158.0
INN15201,Jupiter,6/10/2017,1,2,Buffet Breakfast,2,0,0,3,0,1,Online,0,0,221.33
INN32825,Neptune,18/10/2017,1,0,Buffet Breakfast,0,0,2,1,0,4,Corporate,0,0,65.0
INN02150,Venus,17/10/2018,3,0,Buffet Breakfast,0,0,1,1,0,212,Online,0,0,128.7
INN34536,Neptune,24/6/2018,2,0,Buffet Breakfast,0,0,1,2,0,273,Online,0,0,94.5
INN32105,Venus,16/11/2018,3,0,Buffet Breakfast,0,0,0,3,0,47,Online,0,0,126.0
INN22145,Venus,24/12/2018,2,0,Buffet Breakfast,1,0,2,3,0,77,Online,0,0,74.61
INN13361,Neptune,14/1/2018,1,0,Buffet Breakfast,0,0,1,3,0,10,Online,0,0,79.3
INN22872,Venus,22/10/2018,2,0,Buffet Breakfast,0,0,2,1,0,202,Online,0,0,109.8
INN16219,Neptune,5/12/2017,2,0,Buffet Breakfast,0,0,2,1,0,10,Online,0,0,112.1
INN21714,Venus,7/10/2018,3,0,Buffet Breakfast,0,0,0,2,0,204,Online,0,0,141.3
INN28382,Neptune,20/3/2018,1,0,Buffet Breakfast,0,0,1,0,0,13,Online,0,0,6.0
INN16908,Neptune,15/7/2018,2,0,Buffet Breakfast,1,0,0,1,0,151,Online,0,0,105.3
INN05938,Neptune,10/10/2017,2,0,Buffet Breakfast,0,0,1,1,0,174,Online,0,0,70.0
INN25403,Neptune,12/8/2017,2,0,Buffet Breakfast,0,0,0,1,0,107,Online,0,0,76.5
INN09139,Neptune,16/5/2018,2,0,Buffet Breakfast,0,0,1,2,0,104,Offline,0,0,75.0
INN00742,Neptune,4/3/2018,2,0,Not Selected,0,0,0,1,0,6,Online,0,0,91.0
INN29926,Neptune,29/12/2018,2,0,Buffet Breakfast,1,0,0,1,0,46,Online,0,0,122.4
INN14844,Neptune,25/7/2017,2,0,Luxury Buffet Breakfast,0,0,2,1,0,110,Offline,0,0,94.5
INN31714,Neptune,20/9/2017,2,0,Buffet Breakfast,0,0,2,3,0,62,Online,0,0,68.72
INN05130,Neptune,22/5/2018,2,0,Not Selected,0,0,2,2,0,126,Online,0,0,89.25
INN34617,Neptune,31/8/2018,2,0,Buffet Breakfast,0,0,0,4,0,175,Online,0,0,112.63
INN21550,Neptune,23/10/2018,1,0,Buffet Breakfast,0,1,1,0,0,62,Corporate,0,0,67.0
INN24284,Venus,23/8/2018,3,0,Buffet Breakfast,0,0,2,5,0,88,Online,0,0,152.87
INN26638,Jupiter,28/6/2018,2,2,Buffet Breakfast,0,0,0,3,0,101,Online,0,0,186.3
INN34350,Neptune,19/9/2018,1,0,Buffet Breakfast,1,0,1,2,0,38,Offline,0,0,81.0
INN16813,Venus,14/3/2018,3,0,Buffet Breakfast,1,1,1,1,0,45,Online,0,0,123.3
INN05530,Venus,9/11/2018,1,0,Buffet Breakfast,1,0,0,1,5,6,Corporate,1,0,94.0
INN28966,Jupiter,10/10/2018,1,0,Buffet Breakfast,0,0,1,2,0,227,Corporate,0,0,106.0
INN05315,Venus,16/9/2018,2,0,Buffet Breakfast,0,0,0,1,0,64,Online,0,0,149.4
INN05465,Neptune,5/7/2018,1,0,Buffet Breakfast,1,0,0,1,7,4,Complementary,1,0,0.0
INN27108,Venus,23/8/2018,2,0,Buffet Breakfast,0,0,0,3,0,5,Corporate,0,0,95.0
INN28396,Neptune,7/12/2018,2,0,Buffet Breakfast,2,0,2,4,0,36,Online,0,0,104.0
INN22888,Neptune,15/6/2018,2,0,Luxury Buffet Breakfast,0,0,0,2,0,239,Offline,0,0,112.2
INN23787,Neptune,20/6/2018,2,0,Buffet Breakfast,1,1,1,3,0,41,Online,0,0,110.7
INN36154,Neptune,4/9/2017,1,0,Buffet Breakfast,0,0,1,2,0,219,Offline,0,0,76.67
INN26071,Neptune,5/10/2017,2,0,Buffet Breakfast,1,0,1,4,0,30,Online,0,0,97.92
INN17218,Neptune,28/8/2017,1,0,Buffet Breakfast,1,0,4,10,0,17,Online,0,0,97.77
INN07421,Neptune,19/4/2018,2,0,Not Selected,0,0,0,1,0,14,Online,0,0,89.0
INN20201,Neptune,12/7/2018,2,0,Buffet Breakfast,1,0,0,1,0,57,Online,0,0,105.3
INN09267,Neptune,17/8/2018,1,0,Buffet Breakfast,1,0,0,1,0,15,Online,0,0,124.0
INN00277,Neptune,15/6/2018,1,0,Luxury Buffet Breakfast,0,0,0,2,0,239,Online,0,0,90.6
INN22166,Neptune,29/3/2018,2,0,Not Selected,1,0,0,2,0,11,Online,0,0,89.0
INN34592,Neptune,7/4/2018,2,0,Buffet Breakfast,1,0,0,3,0,92,Online,0,0,93.3
INN20012,Neptune,13/9/2018,2,0,Luxury Buffet Breakfast,1,0,0,2,0,346,Offline,0,0,115.0
INN08143,Jupiter,20/3/2018,2,2,Buffet Breakfast,0,0,2,2,0,65,Online,0,0,161.5
INN22960,Neptune,26/8/2018,2,0,Buffet Breakfast,0,0,2,2,0,179,Online,0,0,82.18
INN00893,Venus,2/6/2018,2,0,Buffet Breakfast,0,0,0,3,0,114,Online,0,0,140.4
INN25942,Neptune,31/7/2018,3,0,Buffet Breakfast,1,0,2,1,0,150,Online,0,0,140.7
INN11229,Neptune,27/6/2018,2,0,Not Selected,0,0,1,2,0,128,Online,0,0,85.5
INN35435,Neptune,4/9/2017,1,0,Luxury Buffet Breakfast,0,0,0,1,0,219,Offline,0,0,84.0
INN03572,Neptune,23/5/2018,2,0,Not Selected,1,0,1,0,0,96,Online,0,0,116.1
INN27000,Venus,7/6/2018,2,0,Buffet Breakfast,1,0,0,4,0,5,Online,0,0,146.0
INN32191,Neptune,14/6/2018,1,0,Buffet Breakfast,0,0,0,3,1,5,Corporate,1,0,104.0
INN31485,Neptune,25/3/2018,2,0,Luxury Buffet Breakfast,0,0,1,2,0,161,Offline,0,0,130.0
INN13257,Venus,29/4/2018,1,0,Buffet Breakfast,0,0,0,1,0,3,Offline,0,0,127.8
INN01251,Neptune,3/7/2018,1,0,Buffet Breakfast,1,0,2,3,0,81,Online,0,0,108.9
INN06028,Neptune,18/7/2018,2,1,Buffet Breakfast,0,0,1,3,0,83,Online,0,0,123.75
INN18086,Neptune,26/9/2018,2,0,Buffet Breakfast,0,0,1,1,0,59,Online,0,0,135.9
INN27555,Venus,17/7/2018,3,0,Buffet Breakfast,2,0,1,0,0,89,Online,0,0,137.7
INN20424,Neptune,22/5/2018,2,0,Buffet Breakfast,2,0,2,3,0,117,Online,0,0,126.31
INN27047,Neptune,30/10/2018,2,0,Buffet Breakfast,0,0,2,2,0,34,Offline,0,0,75.0
INN32107,Venus,20/9/2018,2,0,Buffet Breakfast,1,0,1,5,0,123,Online,0,0,143.1
INN08600,Neptune,30/12/2018,2,0,Buffet Breakfast,0,0,1,2,0,207,Offline,0,0,95.0
INN20585,Neptune,20/11/2017,1,0,Buffet Breakfast,0,0,0,2,0,32,Offline,0,0,73.0
INN34626,Neptune,20/2/2018,2,0,Buffet Breakfast,0,0,2,2,0,15,Offline,0,0,87.0
INN25462,Neptune,5/4/2018,2,0,Buffet Breakfast,0,0,0,4,0,33,Offline,0,0,85.5
INN17808,Neptune,30/4/2018,2,0,Not Selected,0,0,2,3,0,87,Online,0,0,109.65
INN07605,Neptune,23/6/2018,1,0,Buffet Breakfast,0,0,0,1,0,81,Online,0,0,90.9
INN15403,Neptune,26/9/2018,2,0,Luxury Buffet Breakfast,0,0,1,2,0,418,Offline,0,0,107.0
INN32794,Neptune,19/1/2018,1,0,Buffet Breakfast,0,0,0,3,0,151,Offline,0,0,71.0
INN21069,Neptune,18/9/2017,2,0,Luxury Buffet Breakfast,0,0,0,2,0,74,Offline,0,0,101.5
INN21999,Neptune,3/10/2018,2,0,Buffet Breakfast,0,0,1,3,0,285,Offline,0,0,100.0
INN32755,Neptune,15/2/2018,1,0,Buffet Breakfast,0,0,1,0,0,3,Corporate,0,0,65.0
INN26475,Neptune,26/12/2018,2,1,Buffet Breakfast,0,0,2,5,0,162,Online,0,0,158.56
INN35359,Neptune,1/9/2018,1,0,Not Selected,2,0,0,2,0,29,Online,0,0,104.5
INN11936,Neptune,30/8/2018,2,0,Not Selected,2,0,0,4,0,28,Online,0,0,104.5
INN26063,Neptune,21/3/2018,3,0,Not Selected,1,0,1,3,0,83,Online,0,0,97.75
INN30866,Neptune,2/11/2018,2,0,Not Selected,2,0,0,3,0,48,Online,0,0,88.2
INN20250,Venus,12/10/2018,2,0,Buffet Breakfast,1,0,0,4,0,4,Online,0,0,128.01
INN24575,Neptune,17/4/2018,2,0,Buffet Breakfast,1,0,2,3,0,25,Online,0,0,109.4
INN31872,Neptune,27/2/2018,1,0,Buffet Breakfast,0,0,2,2,0,115,Offline,0,0,76.0
INN34667,Neptune,17/3/2018,2,0,Not Selected,0,0,1,3,0,17,Online,0,0,97.0
INN15478,Neptune,12/7/2018,2,0,Not Selected,0,0,2,6,0,149,Online,0,0,89.25
INN02963,Neptune,6/12/2017,2,0,Buffet Breakfast,2,0,2,0,0,13,Online,1,1,107.0
INN24158,Neptune,27/11/2018,2,1,Buffet Breakfast,0,0,2,3,0,17,Online,0,0,83.2
INN34156,Neptune,15/10/2018,2,0,Buffet Breakfast,0,0,1,1,0,252,Online,0,0,111.6
INN20689,Neptune,26/9/2018,2,0,Not Selected,0,0,1,0,0,35,Online,0,0,99.0
INN09614,Saturn,4/10/2018,1,0,Buffet Breakfast,0,0,0,3,0,184,Online,0,0,101.05
INN32637,Venus,10/9/2018,1,0,Buffet Breakfast,0,0,2,1,0,36,Online,0,0,134.46
INN05980,Venus,18/10/2017,2,0,Buffet Breakfast,0,0,2,3,0,23,Offline,0,0,75.0
INN20002,Saturn,26/12/2017,2,0,Buffet Breakfast,1,0,1,1,0,19,Online,0,0,86.75
INN17983,Neptune,6/8/2018,1,0,Buffet Breakfast,1,0,2,1,0,12,Online,0,0,112.42
INN01785,Neptune,24/9/2017,2,0,Buffet Breakfast,0,0,0,2,0,86,Offline,0,0,105.0
INN08924,Neptune,16/7/2018,2,0,Not Selected,0,0,2,2,0,157,Online,0,0,87.13
INN12648,Venus,15/3/2018,2,0,Luxury Buffet Breakfast,0,0,0,3,0,1,Offline,0,0,111.0
INN04356,Neptune,11/8/2017,2,0,Buffet Breakfast,1,0,0,5,0,221,Online,0,0,76.5
INN15538,Saturn,18/7/2018,2,0,Buffet Breakfast,1,0,1,1,0,216,Online,0,0,86.63
INN17695,Neptune,19/10/2017,2,0,Buffet Breakfast,1,0,1,3,0,66,Online,0,0,89.25
INN22081,Neptune,27/6/2018,1,0,Buffet Breakfast,3,0,1,0,5,3,Complementary,1,2,0.0
INN24531,Saturn,18/1/2018,0,2,Buffet Breakfast,0,0,1,3,0,16,Online,0,0,77.25
INN33556,Venus,3/8/2018,2,1,Buffet Breakfast,1,0,2,5,0,186,Online,0,0,112.2
INN28811,Neptune,12/6/2018,2,0,Buffet Breakfast,1,0,2,0,0,4,Online,0,0,120.5
INN16866,Venus,24/10/2017,1,0,Buffet Breakfast,1,0,1,1,0,32,Online,0,0,136.0
INN30676,Jupiter,14/9/2018,2,2,Buffet Breakfast,1,0,0,3,0,52,Online,0,0,207.9
INN33727,Neptune,6/6/2018,1,0,Buffet Breakfast,0,0,1,2,0,118,Offline,0,0,110.0
INN25159,Neptune,2/3/2018,1,0,Not Selected,1,0,0,2,0,6,Online,0,0,80.0
INN07622,Neptune,23/5/2018,2,0,Buffet Breakfast,1,0,1,1,0,6,Online,0,0,140.0
INN34629,Saturn,11/12/2017,2,0,Buffet Breakfast,1,0,0,2,0,11,Complementary,0,0,0.0
INN35896,Neptune,26/4/2018,2,0,Buffet Breakfast,1,0,2,5,0,83,Online,0,0,107.46
INN11468,Neptune,13/2/2018,2,0,Not Selected,1,0,0,1,0,9,Online,0,0,79.0
INN16520,Neptune,12/3/2018,2,0,Buffet Breakfast,0,0,2,3,0,64,Offline,0,0,46.4
INN12098,Neptune,9/4/2018,2,0,Buffet Breakfast,0,0,1,1,1,190,Offline,1,13,70.0
INN26754,Neptune,5/5/2018,2,0,Buffet Breakfast,1,0,0,3,0,117,Online,0,0,105.3
INN35480,Venus,1/5/2018,2,0,Buffet Breakfast,0,0,2,2,0,71,Online,0,0,132.6
INN27950,Neptune,15/6/2018,2,0,Luxury Buffet Breakfast,1,0,0,2,0,256,Offline,0,0,115.0
INN14320,Venus,9/10/2017,1,0,Luxury Buffet Breakfast,0,0,0,2,0,80,Offline,0,0,108.0
INN23431,Saturn,18/11/2018,2,1,Buffet Breakfast,3,0,0,2,0,22,Online,0,0,109.1
INN28642,Neptune,11/9/2018,2,0,Buffet Breakfast,0,0,2,1,0,31,Offline,0,0,85.5
INN32299,Neptune,2/1/2018,2,0,Luxury Buffet Breakfast,0,0,2,1,0,150,Offline,0,0,101.0
INN30279,Neptune,2/8/2018,2,1,Buffet Breakfast,2,1,0,3,0,184,Online,0,0,130.5
INN17854,Neptune,8/10/2017,1,0,Buffet Breakfast,2,0,0,2,0,23,Online,0,0,101.0
INN15908,Neptune,6/4/2018,2,0,Buffet Breakfast,0,0,0,1,0,105,Offline,0,0,75.0
INN29358,Neptune,9/12/2017,2,0,Buffet Breakfast,0,0,0,4,0,110,Offline,0,0,70.0
INN20022,Neptune,9/5/2018,1,0,Buffet Breakfast,1,0,1,0,0,49,Online,0,0,121.5
INN05283,Neptune,23/9/2018,2,0,Buffet Breakfast,2,0,0,1,0,116,Online,0,0,135.9
INN20489,Neptune,22/9/2017,1,0,Buffet Breakfast,2,0,0,1,0,70,Online,0,0,62.18
INN35128,Neptune,5/9/2018,1,0,Buffet Breakfast,0,0,1,0,0,11,Corporate,0,0,112.88
INN36084,Neptune,24/10/2018,2,0,Buffet Breakfast,0,0,1,3,0,41,Offline,0,0,85.0
INN22230,Venus,23/2/2018,2,0,Buffet Breakfast,1,0,0,4,0,33,Online,0,0,61.6
INN16548,Neptune,4/5/2018,2,0,Buffet Breakfast,0,0,0,3,0,103,Offline,0,0,80.0
INN25932,Neptune,10/10/2018,1,0,Buffet Breakfast,1,0,1,2,0,279,Offline,0,0,76.5
INN29256,Neptune,25/12/2017,2,0,Buffet Breakfast,1,0,2,3,0,51,Online,0,0,93.0
INN32370,Neptune,17/10/2018,1,0,Buffet Breakfast,0,0,1,2,0,91,Online,0,0,102.06
INN19795,Venus,29/10/2018,2,0,Buffet Breakfast,2,0,2,1,0,177,Online,0,0,104.4
INN22788,Neptune,17/7/2017,2,0,Luxury Buffet Breakfast,0,0,0,2,0,273,Offline,0,0,109.0
INN16701,Neptune,5/5/2018,2,0,Buffet Breakfast,0,0,0,3,0,259,Offline,0,0,90.0
INN06041,Neptune,4/4/2018,2,0,Not Selected,0,0,1,0,0,6,Online,0,0,89.0
INN10401,Neptune,14/8/2017,2,0,Luxury Buffet Breakfast,0,0,0,2,0,39,Offline,0,0,101.5
INN16066,Neptune,18/8/2018,2,0,Luxury Buffet Breakfast,1,0,0,2,0,320,Offline,0,0,115.0
INN21128,Neptune,31/8/2017,2,0,Buffet Breakfast,0,0,1,0,0,0,Online,0,0,106.0
INN12349,Neptune,7/6/2018,2,0,Buffet Breakfast,0,0,0,3,0,213,Offline,0,0,130.0
INN35749,Saturn,1/8/2018,2,0,Buffet Breakfast,1,0,1,2,0,224,Online,0,0,86.63
INN17965,Neptune,3/2/2018,2,0,Buffet Breakfast,1,0,1,4,0,16,Online,0,0,74.8
INN32273,Neptune,26/6/2018,2,0,Buffet Breakfast,1,0,2,2,0,55,Online,0,0,108.9
INN28583,Jupiter,20/8/2018,2,2,Buffet Breakfast,2,0,1,1,0,125,Online,0,0,177.3
INN00667,Neptune,18/9/2017,1,0,Luxury Buffet Breakfast,0,0,0,1,0,72,Offline,0,0,84.0
INN23420,Neptune,20/5/2018,2,0,Buffet Breakfast,0,0,2,2,0,63,Offline,0,0,110.0
INN05789,Neptune,6/6/2018,1,0,Buffet Breakfast,0,0,1,2,0,118,Offline,0,0,110.0
INN26204,Neptune,10/5/2018,1,0,Not Selected,0,0,0,3,0,25,Online,0,0,129.0
INN10458,Neptune,15/10/2018,2,0,Buffet Breakfast,1,0,0,1,0,0,Online,0,0,117.05
INN04513,Neptune,26/12/2017,2,0,Buffet Breakfast,2,1,2,2,0,43,Offline,0,0,64.0
INN33119,Venus,19/9/2017,2,0,Buffet Breakfast,1,0,2,1,0,0,Offline,0,0,136.0
INN10222,Neptune,21/9/2018,2,0,Buffet Breakfast,0,0,1,4,0,336,Offline,0,0,39.0
INN34241,Neptune,2/1/2018,1,0,Luxury Buffet Breakfast,0,0,2,1,0,23,Offline,0,0,87.0
INN19732,Neptune,19/8/2018,2,0,Buffet Breakfast,1,1,0,2,0,137,Online,0,0,118.8
INN10500,Neptune,23/9/2018,2,0,Not Selected,1,0,1,2,0,115,Online,0,0,96.33
INN29229,Venus,19/12/2018,3,0,Buffet Breakfast,0,0,1,3,0,72,Online,0,0,119.0
INN29585,Venus,10/6/2018,1,0,Buffet Breakfast,1,0,0,2,0,82,Online,0,0,140.4
INN29283,Neptune,27/12/2018,2,1,Buffet Breakfast,1,0,0,1,0,39,Online,0,0,133.0
INN17697,Neptune,4/12/2018,2,0,Not Selected,2,0,2,3,0,8,Online,0,0,82.0
INN25408,Jupiter,17/9/2018,2,2,Buffet Breakfast,0,0,2,1,0,34,Online,0,0,207.9
INN10733,Venus,21/9/2017,1,0,Buffet Breakfast,0,0,1,2,0,0,Offline,0,0,75.0
INN19915,Venus,26/8/2018,2,0,Buffet Breakfast,2,0,1,2,0,19,Online,0,0,162.0
INN19181,Neptune,17/11/2018,2,0,Buffet Breakfast,1,0,1,3,0,63,Online,0,0,88.4
INN08914,Jupiter,5/9/2018,2,0,Buffet Breakfast,0,0,1,4,0,40,Online,0,0,115.2
INN21632,Neptune,10/6/2018,1,0,Buffet Breakfast,0,0,0,2,0,107,Offline,0,0,120.0
INN17884,Neptune,6/4/2018,2,0,Luxury Buffet Breakfast,0,0,0,1,0,55,Offline,0,0,104.0
INN10666,Neptune,31/12/2018,2,1,Buffet Breakfast,1,0,2,2,0,42,Online,0,0,102.0
INN35308,Neptune,6/4/2018,2,0,Buffet Breakfast,1,0,0,2,0,132,Online,0,0,107.0
INN06855,Venus,4/4/2018,2,0,Buffet Breakfast,0,0,1,3,0,50,Online,0,0,112.2
INN13726,Venus,9/6/2018,3,0,Buffet Breakfast,0,0,0,2,0,130,Online,0,0,159.3
INN32624,Venus,15/5/2018,2,0,Buffet Breakfast,1,0,2,3,0,57,Online,0,0,132.6
INN23638,Neptune,1/12/2018,1,0,Buffet Breakfast,1,0,0,2,0,0,Online,0,0,96.0
INN17116,Venus,13/5/2018,2,0,Buffet Breakfast,0,0,1,2,0,91,Online,0,0,140.4
INN09585,Neptune,22/3/2018,2,0,Not Selected,1,0,0,2,0,4,Online,0,0,89.0
INN04238,Neptune,13/4/2018,2,0,Buffet Breakfast,1,0,0,4,0,90,Online,0,0,90.95
INN06262,Neptune,25/11/2018,2,0,Not Selected,0,0,0,2,0,2,Online,0,0,95.0
INN19505,Neptune,1/12/2018,2,0,Buffet Breakfast,0,0,1,3,0,290,Online,0,0,73.95
INN27003,Neptune,8/12/2018,3,0,Buffet Breakfast,0,0,0,3,0,157,Offline,0,0,92.65
INN15307,Jupiter,18/4/2018,2,2,Buffet Breakfast,0,0,1,3,0,14,Online,0,0,191.5
INN15879,Venus,16/4/2018,3,0,Buffet Breakfast,0,0,1,1,0,6,Online,0,0,152.0
INN24473,Venus,2/12/2017,1,0,Luxury Buffet Breakfast,1,1,0,1,0,0,Complementary,0,0,0.0
INN33474,Neptune,28/2/2018,1,0,Buffet Breakfast,0,0,2,1,0,116,Offline,0,0,61.0
INN13540,Neptune,8/9/2017,2,0,Buffet Breakfast,1,0,0,4,0,15,Online,0,0,105.0
INN35261,Neptune,6/10/2017,2,0,Buffet Breakfast,1,0,0,3,0,4,Offline,0,0,90.0
INN33327,Neptune,6/10/2017,2,0,Buffet Breakfast,0,0,0,3,0,19,Offline,1,1,90.0
INN23140,Neptune,29/6/2018,1,0,Buffet Breakfast,0,0,0,1,11,27,Corporate,1,1,65.0
INN25478,Neptune,11/8/2017,2,0,Buffet Breakfast,1,0,0,1,0,0,Online,0,0,99.0
INN02156,Neptune,4/10/2017,2,0,Buffet Breakfast,0,0,2,0,0,0,Online,0,0,126.0
INN24192,Venus,14/6/2018,2,0,Buffet Breakfast,1,0,0,4,0,25,Online,0,0,126.23
INN13464,Neptune,3/8/2018,2,1,Buffet Breakfast,1,1,0,4,0,45,Online,0,0,161.1
INN20671,Neptune,10/5/2018,2,0,Luxury Buffet Breakfast,1,0,0,3,0,71,Offline,0,0,126.0
INN33284,Neptune,16/9/2017,2,0,Buffet Breakfast,1,0,2,5,0,76,Offline,0,0,71.4
INN26416,Neptune,10/4/2018,1,0,Luxury Buffet Breakfast,0,0,2,1,0,80,Offline,0,0,100.0
INN09866,Venus,15/10/2017,2,0,Luxury Buffet Breakfast,0,0,0,0,0,0,Online,0,0,0.0
INN01009,Neptune,24/8/2018,2,0,Not Selected,1,0,0,2,0,1,Online,0,0,99.33
INN05605,Neptune,27/8/2018,2,0,Buffet Breakfast,0,0,2,2,0,183,Online,0,0,90.95
INN09404,Neptune,4/8/2017,1,0,Buffet Breakfast,0,0,0,1,0,3,Complementary,0,0,0.0
INN35582,Neptune,15/7/2018,2,1,Buffet Breakfast,2,0,0,2,0,112,Online,0,0,121.5
INN06342,Neptune,3/11/2018,2,0,Buffet Breakfast,0,0,0,3,0,304,Online,0,0,89.0
INN16663,Venus,19/5/2018,2,0,Buffet Breakfast,1,0,1,3,0,26,Online,0,0,151.0
INN02553,Neptune,26/9/2018,2,0,Luxury Buffet Breakfast,0,0,1,2,0,418,Online,0,0,107.0
INN09738,Neptune,5/1/2018,1,0,Buffet Breakfast,0,0,0,1,4,1,Corporate,1,0,76.0
INN16809,Neptune,9/4/2018,2,0,Buffet Breakfast,1,0,1,1,0,159,Offline,0,0,70.0
INN28386,Venus,25/8/2018,2,0,Buffet Breakfast,1,0,0,2,0,161,Online,0,0,109.8
INN00591,Neptune,12/5/2018,2,0,Not Selected,0,0,0,1,0,120,Online,0,0,72.76
INN05135,Neptune,26/6/2018,2,0,Buffet Breakfast,1,0,1,0,0,14,Online,0,0,101.0
INN22762,Neptune,27/9/2017,1,0,Buffet Breakfast,0,0,2,0,0,2,Corporate,0,0,65.0
INN09389,Venus,31/12/2018,3,0,Buffet Breakfast,0,0,1,1,0,204,Online,0,0,133.2
INN08328,Neptune,22/10/2018,1,0,Buffet Breakfast,0,0,2,2,0,229,Online,0,0,80.75
INN00361,Venus,3/9/2018,2,0,Buffet Breakfast,3,0,2,2,0,86,Offline,0,0,90.95
INN27537,Neptune,19/11/2017,1,0,Buffet Breakfast,0,0,0,1,1,1,Corporate,1,1,65.0
INN09511,Venus,27/10/2018,1,0,Buffet Breakfast,0,0,1,3,0,7,Aviation,0,0,110.0
INN19064,Neptune,14/1/2018,1,0,Buffet Breakfast,0,0,0,1,0,8,Corporate,1,1,66.0
INN06832,Neptune,23/6/2018,2,0,Buffet Breakfast,1,0,0,1,0,24,Online,0,0,101.0
INN12687,Neptune,24/5/2018,1,0,Buffet Breakfast,0,0,0,1,0,0,Online,0,0,135.0
INN07829,Neptune,20/3/2018,2,0,Buffet Breakfast,0,0,2,2,0,60,Offline,0,0,75.0
INN35198,Neptune,10/6/2018,2,0,Buffet Breakfast,1,0,1,2,0,57,Offline,0,0,90.67
INN34665,Neptune,26/12/2018,2,0,Buffet Breakfast,0,0,1,3,0,265,Online,0,0,73.95
INN05755,Neptune,20/12/2018,2,0,Not Selected,1,0,1,5,0,15,Online,0,0,67.32
INN21539,Jupiter,11/6/2018,2,2,Buffet Breakfast,0,0,2,1,0,36,Online,0,0,209.7
INN22838,Venus,5/9/2018,2,0,Buffet Breakfast,0,0,1,1,0,45,Online,0,0,117.45
INN16141,Neptune,11/2/2018,2,0,Not Selected,0,0,2,4,0,1,Online,0,0,79.0
INN03263,Neptune,6/4/2018,2,0,Buffet Breakfast,0,0,0,1,0,55,Offline,0,0,80.0
INN30183,Neptune,2/4/2018,2,0,Not Selected,0,0,1,1,0,44,Online,0,0,107.1
INN33638,Venus,20/6/2018,3,0,Buffet Breakfast,0,0,1,2,0,127,Online,0,0,152.4
INN20711,Venus,6/9/2018,3,0,Buffet Breakfast,1,0,0,2,0,72,Online,0,0,168.3
INN09540,Neptune,13/10/2017,2,0,Buffet Breakfast,1,0,0,4,0,29,Online,0,0,96.3
INN20663,Neptune,7/6/2018,2,0,Buffet Breakfast,0,0,0,3,0,213,Offline,0,0,130.0
INN27087,Jupiter,26/9/2018,1,0,Not Selected,0,0,1,0,0,1,Online,0,0,195.0
INN30365,Neptune,17/8/2018,2,1,Luxury Buffet Breakfast,2,0,0,1,0,184,Online,0,0,164.25
INN26684,Neptune,27/4/2018,2,0,Not Selected,0,0,0,3,0,100,Online,0,0,91.5
INN36219,Venus,20/3/2018,2,0,Buffet Breakfast,1,0,2,5,0,90,Online,0,0,89.74
INN01840,Saturn,29/10/2018,2,0,Buffet Breakfast,1,0,2,1,0,54,Offline,0,0,95.0
INN35671,Venus,24/9/2018,2,0,Buffet Breakfast,0,0,1,1,0,30,Online,0,0,143.55
INN35946,Neptune,11/4/2018,2,0,Buffet Breakfast,1,0,1,3,0,24,Online,0,0,108.5
INN04999,Neptune,7/3/2018,2,0,Not Selected,1,0,1,2,0,40,Online,0,0,73.1
INN33914,Jupiter,18/9/2018,2,0,Buffet Breakfast,1,0,2,3,0,30,Corporate,0,0,170.63
INN30402,Venus,4/6/2018,3,0,Buffet Breakfast,0,0,1,1,0,41,Online,0,0,150.3
INN03299,Neptune,2/10/2018,2,0,Not Selected,1,0,1,0,0,40,Online,0,0,97.2
INN15657,Neptune,27/12/2018,2,0,Not Selected,2,0,0,5,0,222,Online,0,0,70.55
INN10114,Neptune,27/6/2018,2,0,Buffet Breakfast,1,0,1,1,0,127,Online,0,0,96.3
INN15955,Neptune,16/4/2018,2,0,Not Selected,1,0,2,3,0,127,Online,0,0,55.9
INN29545,Neptune,30/12/2018,2,0,Buffet Breakfast,0,0,0,2,0,6,Online,0,0,138.0
INN04780,Venus,26/10/2017,2,0,Buffet Breakfast,1,0,1,2,0,35,Offline,0,0,75.0
INN27778,Neptune,14/8/2017,1,0,Luxury Buffet Breakfast,0,0,0,2,0,39,Offline,0,0,87.0
INN20361,Neptune,27/9/2018,1,0,Not Selected,1,0,0,1,0,36,Online,0,0,72.07
INN08367,Neptune,21/8/2018,2,0,Buffet Breakfast,1,0,2,2,0,231,Online,0,0,90.95
INN29382,Neptune,29/1/2018,2,0,Not Selected,1,0,0,2,0,27,Online,0,0,77.0
INN27626,Neptune,8/9/2018,2,0,Buffet Breakfast,0,0,0,3,0,433,Offline,0,0,70.0
INN00192,Neptune,6/10/2018,1,0,Buffet Breakfast,0,0,0,1,0,15,Online,0,0,145.0
INN05709,Neptune,14/7/2018,2,0,Buffet Breakfast,0,0,1,3,0,113,Offline,0,0,72.25
INN14568,Neptune,1/12/2018,2,0,Buffet Breakfast,0,0,1,3,0,290,Online,0,0,73.95
INN16747,Neptune,10/11/2017,2,0,Buffet Breakfast,0,0,0,4,0,48,Offline,0,0,43.5
